Word,stimulus,string,same,version_with_order,ambiguity_type,log_rt,correct_response
class,It was a misbehaving class.<p>,class,True,M1_a_M1_b,Polysemy,7.247710689000001,0.7272727272727273
class,It was a perceptive class.<p>,class,False,M2_a_M1_a,Polysemy,7.3423057141250005,0.375
class,It was a perceptive class.<p>,class,False,M2_b_M1_a,Polysemy,6.907925524888889,0.7777777777777778
class,It was a perceptive class.<p>,class,True,M1_b_M1_a,Polysemy,7.561363033454546,0.6363636363636364
class,It was a stimulating class.<p>,class,False,M1_a_M2_b,Polysemy,6.847165845636363,0.9090909090909091
class,It was a stimulating class.<p>,class,False,M1_b_M2_b,Polysemy,7.0920791255,0.75
class,It was a stimulating class.<p>,class,True,M2_a_M2_b,Polysemy,7.0645692816666665,1.0
clear,He cleared the desk.<p>,cleared,False,M2_a_M1_a,Polysemy,6.986615851400001,0.9
clear,He cleared the desk.<p>,cleared,False,M2_b_M1_a,Polysemy,6.708471337090909,1.0
clear,He cleared the desk.<p>,cleared,True,M1_b_M1_a,Polysemy,6.749901279111111,1.0
clear,He cleared the path.<p>,cleared,False,M1_a_M2_a,Polysemy,6.6975525496,1.0
clear,He cleared the path.<p>,cleared,False,M1_b_M2_a,Polysemy,6.770745139714286,1.0
clear,He cleared the path.<p>,cleared,True,M2_b_M2_a,Polysemy,7.13368303125,0.75
clear,He cleared the road.<p>,cleared,False,M1_a_M2_b,Polysemy,6.773103925399999,1.0
clear,He cleared the road.<p>,cleared,False,M1_b_M2_b,Polysemy,6.67385601125,1.0
clear,He cleared the road.<p>,cleared,True,M2_a_M2_b,Polysemy,6.7925244335,1.0
clear,He cleared the shelf.<p>,cleared,False,M2_a_M1_b,Polysemy,6.7061585395000005,1.0
clear,He cleared the shelf.<p>,cleared,False,M2_b_M1_b,Polysemy,6.998337304666666,1.0
clear,He cleared the shelf.<p>,cleared,True,M1_a_M1_b,Polysemy,6.7508446695454545,1.0
clip,It was a film clip.<p>,clip,False,M2_a_M1_a,Homonymy,6.881011448333333,0.75
clip,It was a film clip.<p>,clip,False,M2_b_M1_a,Homonymy,6.9991110113333335,1.0
clip,It was a film clip.<p>,clip,True,M1_b_M1_a,Homonymy,6.829329120625,1.0
clip,It was a hair clip.<p>,clip,False,M1_a_M2_a,Homonymy,6.760670552222222,0.8888888888888888
clip,It was a hair clip.<p>,clip,False,M1_b_M2_a,Homonymy,6.863506630444444,0.8888888888888888
clip,It was a hair clip.<p>,clip,True,M2_b_M2_a,Homonymy,6.8269267583,1.0
clip,It was a metal clip.<p>,clip,False,M1_a_M2_b,Homonymy,6.9261896992,0.8
clip,It was a metal clip.<p>,clip,False,M1_b_M2_b,Homonymy,7.0041827405,0.625
clip,It was a metal clip.<p>,clip,True,M2_a_M2_b,Homonymy,7.16339513225,1.0
clip,It was a video clip.<p>,clip,False,M2_a_M1_b,Homonymy,6.994717425142857,1.0
clip,It was a video clip.<p>,clip,False,M2_b_M1_b,Homonymy,6.682361649833333,1.0
clip,It was a video clip.<p>,clip,True,M1_a_M1_b,Homonymy,6.689950445799999,1.0
clog,The choreographer clogged.<p>,clogged,False,M2_a_M1_b,Polysemy,7.107179812999999,0.16666666666666666
clog,The choreographer clogged.<p>,clogged,False,M2_b_M1_b,Polysemy,7.0591358095,0.0
clog,The choreographer clogged.<p>,clogged,True,M1_a_M1_b,Polysemy,7.266905971857143,0.42857142857142855
clog,The dancer clogged.<p>,clogged,False,M2_a_M1_a,Polysemy,7.114617738545454,0.18181818181818182
clog,The dancer clogged.<p>,clogged,False,M2_b_M1_a,Polysemy,6.913046509833333,0.0
clog,The dancer clogged.<p>,clogged,True,M1_b_M1_a,Polysemy,6.974663072083334,0.5
clog,The pipe clogged.<p>,clogged,False,M1_a_M2_a,Polysemy,6.879148482125,1.0
clog,The pipe clogged.<p>,clogged,False,M1_b_M2_a,Polysemy,6.779124031,1.0
clog,The pipe clogged.<p>,clogged,True,M2_b_M2_a,Polysemy,6.816790454875,0.875
clog,The sink clogged.<p>,clogged,False,M1_a_M2_b,Polysemy,6.857723256142857,1.0
clog,The sink clogged.<p>,clogged,False,M1_b_M2_b,Polysemy,6.8815633604999995,0.5
clog,The sink clogged.<p>,clogged,True,M2_a_M2_b,Polysemy,7.264599509,1.0
cold,It was a chest cold.<p>,cold,False,M1_a_M2_a,Polysemy,7.0936194964,0.6
cold,It was a chest cold.<p>,cold,False,M1_b_M2_a,Polysemy,7.07255669,0.4166666666666667
cold,It was a chest cold.<p>,cold,True,M2_b_M2_a,Polysemy,6.8319184082857145,0.7142857142857143
cold,It was a common cold.<p>,cold,False,M1_a_M2_b,Polysemy,6.9116658892,1.0
cold,It was a common cold.<p>,cold,False,M1_b_M2_b,Polysemy,6.9709316887499995,1.0
cold,It was a common cold.<p>,cold,True,M2_a_M2_b,Polysemy,6.839448668599999,1.0
cold,It was a freezing cold.<p>,cold,False,M2_a_M1_b,Polysemy,7.166356208545454,0.5454545454545454
cold,It was a freezing cold.<p>,cold,False,M2_b_M1_b,Polysemy,6.909748696444444,0.7777777777777778
cold,It was a freezing cold.<p>,cold,True,M1_a_M1_b,Polysemy,7.1392511705,0.6666666666666666
cold,It was an icy cold.<p>,cold,False,M2_a_M1_a,Polysemy,6.934201387,1.0
cold,It was an icy cold.<p>,cold,False,M2_b_M1_a,Polysemy,7.189845233714286,0.2857142857142857
cold,It was an icy cold.<p>,cold,True,M1_b_M1_a,Polysemy,7.3339481182499995,0.5
column,It was a concrete column.<p>,column,False,M1_a_M2_a,Polysemy,7.156680357100001,0.8
column,It was a concrete column.<p>,column,False,M1_b_M2_a,Polysemy,7.473745614666666,0.5
column,It was a concrete column.<p>,column,True,M2_b_M2_a,Polysemy,7.0451807755,1.0
column,It was a gossip column.<p>,column,False,M2_a_M1_a,Polysemy,6.935683843125,0.625
column,It was a gossip column.<p>,column,False,M2_b_M1_a,Polysemy,6.8265962096,0.4
column,It was a gossip column.<p>,column,True,M1_b_M1_a,Polysemy,6.931729207666667,0.8333333333333334
column,It was a marble column.<p>,column,False,M1_a_M2_b,Polysemy,7.142121588249999,0.5
column,It was a marble column.<p>,column,False,M1_b_M2_b,Polysemy,6.82763469075,0.5
column,It was a marble column.<p>,column,True,M2_a_M2_b,Polysemy,6.882584406636363,0.6363636363636364
column,It was a sports column.<p>,column,False,M2_a_M1_b,Polysemy,7.3313863515,1.0
column,It was a sports column.<p>,column,False,M2_b_M1_b,Polysemy,7.183913399714285,0.8571428571428571
column,It was a sports column.<p>,column,True,M1_a_M1_b,Polysemy,6.684622131714286,1.0
company,He liked the investment company.<p>,company,False,M2_a_M1_a,Polysemy,7.306972673199999,1.0
company,He liked the investment company.<p>,company,False,M2_b_M1_a,Polysemy,7.219380634,1.0
company,He liked the investment company.<p>,company,True,M1_b_M1_a,Polysemy,7.033752732416667,1.0
company,He liked the pharmaceutical company.<p>,company,False,M2_a_M1_b,Polysemy,7.144964504444443,0.6666666666666666
company,He liked the pharmaceutical company.<p>,company,False,M2_b_M1_b,Polysemy,7.237086738625,1.0
company,He liked the pharmaceutical company.<p>,company,True,M1_a_M1_b,Polysemy,7.258947986600001,1.0
company,He liked the pleasant company.<p>,company,False,M1_a_M2_a,Polysemy,7.328541516,1.0
company,He liked the pleasant company.<p>,company,False,M1_b_M2_a,Polysemy,7.133208354,0.8
company,He liked the pleasant company.<p>,company,True,M2_b_M2_a,Polysemy,6.74993777375,0.875
company,He liked the polite company.<p>,company,False,M1_a_M2_b,Polysemy,7.185068185909091,0.45454545454545453
company,He liked the polite company.<p>,company,False,M1_b_M2_b,Polysemy,7.194754150727272,0.7272727272727273
company,He liked the polite company.<p>,company,True,M2_a_M2_b,Polysemy,6.87300595725,0.75
cone,It was a sugar cone.<p>,cone,False,M2_a_M1_b,Polysemy,6.7418219495,1.0
cone,It was a sugar cone.<p>,cone,False,M2_b_M1_b,Polysemy,7.1470885762,0.6
cone,It was a sugar cone.<p>,cone,True,M1_a_M1_b,Polysemy,6.693490318666666,1.0
cone,It was a traffic cone.<p>,cone,False,M1_a_M2_b,Polysemy,6.925283990384615,1.0
cone,It was a traffic cone.<p>,cone,False,M1_b_M2_b,Polysemy,6.695749242285714,0.8571428571428571
cone,It was a traffic cone.<p>,cone,True,M2_a_M2_b,Polysemy,6.9977562174,1.0
cone,It was a waffle cone.<p>,cone,False,M2_a_M1_a,Polysemy,7.028315643625,0.875
cone,It was a waffle cone.<p>,cone,False,M2_b_M1_a,Polysemy,6.842393909777778,0.8888888888888888
cone,It was a waffle cone.<p>,cone,True,M1_b_M1_a,Polysemy,6.595673313142858,1.0
cone,It was an orange cone.<p>,cone,False,M1_a_M2_a,Polysemy,7.1222333686,0.6
cone,It was an orange cone.<p>,cone,False,M1_b_M2_a,Polysemy,6.9859136051999995,1.0
cone,It was an orange cone.<p>,cone,True,M2_b_M2_a,Polysemy,6.9202404275000005,1.0
contribution,He made a charitable contribution.<p>,contribution,False,M2_a_M1_a,Polysemy,6.817768796555556,1.0
contribution,He made a charitable contribution.<p>,contribution,False,M2_b_M1_a,Polysemy,6.8994114958571435,1.0
contribution,He made a charitable contribution.<p>,contribution,True,M1_b_M1_a,Polysemy,6.901794510888889,1.0
contribution,He made a scholarly contribution.<p>,contribution,False,M1_a_M2_a,Polysemy,7.027233535666667,0.5833333333333334
contribution,He made a scholarly contribution.<p>,contribution,False,M1_b_M2_a,Polysemy,6.7760924224000005,1.0
contribution,He made a scholarly contribution.<p>,contribution,True,M2_b_M2_a,Polysemy,6.8091990715833335,1.0
contribution,He made a voluntary contribution.<p>,contribution,False,M2_a_M1_b,Polysemy,6.8905394950000005,1.0
contribution,He made a voluntary contribution.<p>,contribution,False,M2_b_M1_b,Polysemy,7.3113188211999995,1.0
contribution,He made a voluntary contribution.<p>,contribution,True,M1_a_M1_b,Polysemy,6.930155938428571,1.0
contribution,He made a well-written contribution.<p>,contribution,False,M1_a_M2_b,Polysemy,7.12361705775,0.625
contribution,He made a well-written contribution.<p>,contribution,False,M1_b_M2_b,Polysemy,7.0048147087777775,0.6666666666666666
contribution,He made a well-written contribution.<p>,contribution,True,M2_a_M2_b,Polysemy,7.230965346700001,0.8
count,That was the correct count.<p>,count,False,M1_a_M2_b,Homonymy,6.91674854,0.7142857142857143
count,That was the correct count.<p>,count,False,M1_b_M2_b,Homonymy,7.005606196142857,1.0
count,That was the correct count.<p>,count,True,M2_a_M2_b,Homonymy,6.991807645909091,1.0
count,That was the final count.<p>,count,False,M1_a_M2_a,Homonymy,6.751511117500001,1.0
count,That was the final count.<p>,count,False,M1_b_M2_a,Homonymy,6.834555304666666,0.8333333333333334
count,That was the final count.<p>,count,True,M2_b_M2_a,Homonymy,6.9212945935,1.0
count,That was the noble count.<p>,count,False,M2_a_M1_a,Homonymy,7.163077531142858,0.42857142857142855
count,That was the noble count.<p>,count,False,M2_b_M1_a,Homonymy,7.074671533,0.14285714285714285
count,That was the noble count.<p>,count,True,M1_b_M1_a,Homonymy,6.984795295545454,0.9090909090909091
count,That was the vengeful count.<p>,count,False,M2_a_M1_b,Homonymy,7.3011162175,0.25
count,That was the vengeful count.<p>,count,False,M2_b_M1_b,Homonymy,7.359869061333334,0.3333333333333333
count,That was the vengeful count.<p>,count,True,M1_a_M1_b,Homonymy,7.621044812571428,0.5714285714285714
course,It was a charted course.<p>,course,False,M1_a_M2_a,Polysemy,7.082373946428571,0.2857142857142857
course,It was a charted course.<p>,course,False,M1_b_M2_a,Polysemy,7.096339285625,0.625
course,It was a charted course.<p>,course,True,M2_b_M2_a,Polysemy,7.143380515,0.8
course,It was a collision course.<p>,course,False,M1_a_M2_b,Polysemy,7.1226225455000005,0.375
course,It was a collision course.<p>,course,False,M1_b_M2_b,Polysemy,7.0491010401250005,0.625
course,It was a collision course.<p>,course,True,M2_a_M2_b,Polysemy,7.254673370333332,0.6666666666666666
course,It was a pass-fail course.<p>,course,False,M2_a_M1_b,Polysemy,6.806887346666667,1.0
course,It was a pass-fail course.<p>,course,False,M2_b_M1_b,Polysemy,7.105710266,0.9
course,It was a pass-fail course.<p>,course,True,M1_a_M1_b,Polysemy,6.967277272142858,1.0
course,It was an introductory course.<p>,course,False,M2_a_M1_a,Polysemy,7.117160111625,1.0
course,It was an introductory course.<p>,course,False,M2_b_M1_a,Polysemy,6.974988304285715,1.0
course,It was an introductory course.<p>,course,True,M1_b_M1_a,Polysemy,7.043983271166667,1.0
cross,He crossed a friend.<p>,crossed,False,M1_a_M2_b,Polysemy,7.1085144294000004,0.8
cross,He crossed a friend.<p>,crossed,False,M1_b_M2_b,Polysemy,6.933777814200001,0.6
cross,He crossed a friend.<p>,crossed,True,M2_a_M2_b,Polysemy,6.7584258534,0.9
cross,He crossed a road.<p>,crossed,False,M2_a_M1_a,Polysemy,6.812501612,1.0
cross,He crossed a road.<p>,crossed,False,M2_b_M1_a,Polysemy,6.718149935111111,1.0
cross,He crossed a road.<p>,crossed,True,M1_b_M1_a,Polysemy,6.713680398666667,0.9166666666666666
cross,He crossed a room.<p>,crossed,False,M2_a_M1_b,Polysemy,7.012191572428571,0.8571428571428571
cross,He crossed a room.<p>,crossed,False,M2_b_M1_b,Polysemy,6.697326204,0.8571428571428571
cross,He crossed a room.<p>,crossed,True,M1_a_M1_b,Polysemy,6.7899969322,1.0
cross,He crossed an enemy.<p>,crossed,False,M1_a_M2_a,Polysemy,7.0205915196,0.8666666666666667
cross,He crossed an enemy.<p>,crossed,False,M1_b_M2_a,Polysemy,6.89699499725,1.0
cross,He crossed an enemy.<p>,crossed,True,M2_b_M2_a,Polysemy,6.935749253999999,0.8
date,It was a blind date.<p>,date,False,M2_a_M1_b,Polysemy,6.6022452886666665,1.0
date,It was a blind date.<p>,date,False,M2_b_M1_b,Polysemy,6.666881657,1.0
date,It was a blind date.<p>,date,True,M1_a_M1_b,Polysemy,6.625829534875,1.0
date,It was a dinner date.<p>,date,False,M2_a_M1_a,Polysemy,6.977100681555555,0.8888888888888888
date,It was a dinner date.<p>,date,False,M2_b_M1_a,Polysemy,6.774138862666667,1.0
date,It was a dinner date.<p>,date,True,M1_b_M1_a,Polysemy,6.794341611166666,1.0
date,It was a historical date.<p>,date,False,M1_a_M2_b,Polysemy,7.065139397333334,0.7777777777777778
date,It was a historical date.<p>,date,False,M1_b_M2_b,Polysemy,7.2677238472,1.0
date,It was a historical date.<p>,date,True,M2_a_M2_b,Polysemy,6.9884161128,1.0
date,It was an expiration date.<p>,date,False,M1_a_M2_a,Polysemy,6.999146574857143,0.5714285714285714
date,It was an expiration date.<p>,date,False,M1_b_M2_a,Polysemy,7.061329799666667,0.8333333333333334
date,It was an expiration date.<p>,date,True,M2_b_M2_a,Polysemy,6.770009167571429,1.0
degree,It was about associate degrees.<p>,degrees,False,M1_a_M2_a,Polysemy,6.83608176325,0.25
degree,It was about associate degrees.<p>,degrees,False,M1_b_M2_a,Polysemy,7.3583015277142865,0.5714285714285714
degree,It was about associate degrees.<p>,degrees,True,M2_b_M2_a,Polysemy,6.990669480125,1.0
degree,It was about college degrees.<p>,degrees,False,M1_a_M2_b,Polysemy,7.43334503276923,0.46153846153846156
degree,It was about college degrees.<p>,degrees,False,M1_b_M2_b,Polysemy,7.130186613166667,0.6666666666666666
degree,It was about college degrees.<p>,degrees,True,M2_a_M2_b,Polysemy,6.73022767,1.0
degree,It was about fifty degrees.<p>,degrees,False,M2_a_M1_b,Polysemy,6.8819273504545455,0.9090909090909091
degree,It was about fifty degrees.<p>,degrees,False,M2_b_M1_b,Polysemy,6.9509302457999995,1.0
degree,It was about fifty degrees.<p>,degrees,True,M1_a_M1_b,Polysemy,6.884633719,1.0
degree,It was about forty degrees.<p>,degrees,False,M2_a_M1_a,Polysemy,7.210751145916666,0.8333333333333334
degree,It was about forty degrees.<p>,degrees,False,M2_b_M1_a,Polysemy,7.234511456666667,1.0
degree,It was about forty degrees.<p>,degrees,True,M1_b_M1_a,Polysemy,6.991299924800001,1.0
design,They liked the architectural design.<p>,design,False,M1_a_M2_b,Polysemy,7.038825012,1.0
design,They liked the architectural design.<p>,design,False,M1_b_M2_b,Polysemy,6.962383177833334,1.0
design,They liked the architectural design.<p>,design,True,M2_a_M2_b,Polysemy,6.892698702125,1.0
design,They liked the floral design.<p>,design,False,M2_a_M1_a,Polysemy,6.814591244857143,1.0
design,They liked the floral design.<p>,design,False,M2_b_M1_a,Polysemy,7.016781977,1.0
design,They liked the floral design.<p>,design,True,M1_b_M1_a,Polysemy,6.9838557105714285,0.8571428571428571
design,They liked the geometric design.<p>,design,False,M2_a_M1_b,Polysemy,7.021268259181818,1.0
design,They liked the geometric design.<p>,design,False,M2_b_M1_b,Polysemy,6.9364138986,0.9
design,They liked the geometric design.<p>,design,True,M1_a_M1_b,Polysemy,6.924038769428571,1.0
design,They liked the product design.<p>,design,False,M1_a_M2_a,Polysemy,6.6695038005,1.0
design,They liked the product design.<p>,design,False,M1_b_M2_a,Polysemy,6.828513720727273,0.9090909090909091
design,They liked the product design.<p>,design,True,M2_b_M2_a,Polysemy,6.821300147461538,1.0
dinner,They liked the anniversary dinner.<p>,dinner,False,M1_a_M2_b,Polysemy,6.83975486275,1.0
dinner,They liked the anniversary dinner.<p>,dinner,False,M1_b_M2_b,Polysemy,6.932405646714286,0.9285714285714286
dinner,They liked the anniversary dinner.<p>,dinner,True,M2_a_M2_b,Polysemy,7.0810797726666665,1.0
dinner,They liked the formal dinner.<p>,dinner,False,M1_a_M2_a,Polysemy,6.820789172888889,1.0
dinner,They liked the formal dinner.<p>,dinner,False,M1_b_M2_a,Polysemy,6.7226230155555555,1.0
dinner,They liked the formal dinner.<p>,dinner,True,M2_b_M2_a,Polysemy,6.605057008999999,1.0
dinner,They liked the light dinner.<p>,dinner,False,M2_a_M1_b,Polysemy,7.143694859666667,1.0
dinner,They liked the light dinner.<p>,dinner,False,M2_b_M1_b,Polysemy,7.1333527949999995,0.7777777777777778
dinner,They liked the light dinner.<p>,dinner,True,M1_a_M1_b,Polysemy,7.138325693166666,0.5
dinner,They liked the turkey dinner.<p>,dinner,False,M2_a_M1_a,Polysemy,6.8455794525,1.0
dinner,They liked the turkey dinner.<p>,dinner,False,M2_b_M1_a,Polysemy,6.868260063555556,1.0
dinner,They liked the turkey dinner.<p>,dinner,True,M1_b_M1_a,Polysemy,7.033002986333334,1.0
drain,They drained the account.<p>,drained,False,M2_a_M1_a,Polysemy,7.019493806500001,0.6666666666666666
drain,They drained the account.<p>,drained,False,M2_b_M1_a,Polysemy,7.38294492225,0.75
drain,They drained the account.<p>,drained,True,M1_b_M1_a,Polysemy,7.096605766000001,1.0
drain,They drained the budget.<p>,drained,False,M2_a_M1_b,Polysemy,7.132283608000001,1.0
drain,They drained the budget.<p>,drained,False,M2_b_M1_b,Polysemy,7.018575259,0.8571428571428571
drain,They drained the budget.<p>,drained,True,M1_a_M1_b,Polysemy,7.283008138,0.8
drain,They drained the pond.<p>,drained,False,M1_a_M2_b,Polysemy,6.797034913545454,1.0
drain,They drained the pond.<p>,drained,False,M1_b_M2_b,Polysemy,6.866594593666666,1.0
drain,They drained the pond.<p>,drained,True,M2_a_M2_b,Polysemy,7.084426609,0.6
drain,They drained the pool.<p>,drained,False,M1_a_M2_a,Polysemy,6.723144579416666,1.0
drain,They drained the pool.<p>,drained,False,M1_b_M2_a,Polysemy,6.725808168846154,1.0
drain,They drained the pool.<p>,drained,True,M2_b_M2_a,Polysemy,7.1359134881666675,1.0
draw,He drew a gun.<p>,drew,False,M2_a_M1_a,Polysemy,6.887988926333333,1.0
draw,He drew a gun.<p>,drew,False,M2_b_M1_a,Polysemy,7.0303295778749995,1.0
draw,He drew a gun.<p>,drew,True,M1_b_M1_a,Polysemy,6.805487842230769,1.0
draw,He drew a sword.<p>,drew,False,M2_a_M1_b,Polysemy,6.891415978142858,1.0
draw,He drew a sword.<p>,drew,False,M2_b_M1_b,Polysemy,6.9917086180000005,1.0
draw,He drew a sword.<p>,drew,True,M1_a_M1_b,Polysemy,6.770007404599999,1.0
draw,He drew a tree.<p>,drew,False,M1_a_M2_a,Polysemy,6.873184107636363,0.8181818181818182
draw,He drew a tree.<p>,drew,False,M1_b_M2_a,Polysemy,7.955658820666667,1.0
draw,He drew a tree.<p>,drew,True,M2_b_M2_a,Polysemy,7.1309192347999995,1.0
draw,They drew a picture.<p>,drew,False,M1_a_M2_b,Polysemy,6.819034335666667,1.0
draw,They drew a picture.<p>,drew,False,M1_b_M2_b,Polysemy,6.703026562444445,1.0
draw,They drew a picture.<p>,drew,True,M2_a_M2_b,Polysemy,6.712778046833333,1.0
dream,He had a bad dream.<p>,dream,False,M2_a_M1_b,Polysemy,7.0429329198333335,1.0
dream,He had a bad dream.<p>,dream,False,M2_b_M1_b,Polysemy,6.8626492251428575,0.7142857142857143
dream,He had a bad dream.<p>,dream,True,M1_a_M1_b,Polysemy,6.929878283363636,0.9090909090909091
dream,He had a career dream.<p>,dream,False,M1_a_M2_b,Polysemy,7.033728763400001,0.4
dream,He had a career dream.<p>,dream,False,M1_b_M2_b,Polysemy,7.212276425615385,0.6923076923076923
dream,He had a career dream.<p>,dream,True,M2_a_M2_b,Polysemy,6.996660161833333,0.6666666666666666
dream,He had a childhood dream.<p>,dream,False,M1_a_M2_a,Polysemy,6.757549642111111,1.0
dream,He had a childhood dream.<p>,dream,False,M1_b_M2_a,Polysemy,6.839158820000001,1.0
dream,He had a childhood dream.<p>,dream,True,M2_b_M2_a,Polysemy,7.217350942125,1.0
dream,He had a recurring dream.<p>,dream,False,M2_a_M1_a,Polysemy,6.9197115623,1.0
dream,He had a recurring dream.<p>,dream,False,M2_b_M1_a,Polysemy,6.860138646857143,0.8571428571428571
dream,He had a recurring dream.<p>,dream,True,M1_b_M1_a,Polysemy,6.7554033771111115,1.0
drill,It was a battery-powered drill.<p>,drill,False,M1_a_M2_b,Homonymy,7.35767774075,1.0
drill,It was a battery-powered drill.<p>,drill,False,M1_b_M2_b,Homonymy,7.26710711075,0.875
drill,It was a battery-powered drill.<p>,drill,True,M2_a_M2_b,Homonymy,7.063593784333334,1.0
drill,It was a challenging drill.<p>,drill,False,M2_a_M1_b,Homonymy,7.136472466399999,0.4
drill,It was a challenging drill.<p>,drill,False,M2_b_M1_b,Homonymy,7.076609769625,0.5
drill,It was a challenging drill.<p>,drill,True,M1_a_M1_b,Homonymy,6.892213749,1.0
drill,It was a grueling drill.<p>,drill,False,M2_a_M1_a,Homonymy,7.047863823818182,0.45454545454545453
drill,It was a grueling drill.<p>,drill,False,M2_b_M1_a,Homonymy,7.281562775666667,1.0
drill,It was a grueling drill.<p>,drill,True,M1_b_M1_a,Homonymy,6.833275426999999,0.42857142857142855
drill,It was an electric drill.<p>,drill,False,M1_a_M2_a,Homonymy,7.0804997125,1.0
drill,It was an electric drill.<p>,drill,False,M1_b_M2_a,Homonymy,6.9061237198,1.0
drill,It was an electric drill.<p>,drill,True,M2_b_M2_a,Homonymy,7.004627738,1.0
examination,It was a difficult examination.<p>,examination,False,M2_a_M1_b,Polysemy,7.017571958333334,1.0
examination,It was a difficult examination.<p>,examination,False,M2_b_M1_b,Polysemy,6.7679428155,1.0
examination,It was a difficult examination.<p>,examination,True,M1_a_M1_b,Polysemy,6.916847352166666,1.0
examination,It was a multiple-choice examination.<p>,examination,False,M2_a_M1_a,Polysemy,7.1923792125,1.0
examination,It was a multiple-choice examination.<p>,examination,False,M2_b_M1_a,Polysemy,7.019552849,0.8888888888888888
examination,It was a multiple-choice examination.<p>,examination,True,M1_b_M1_a,Polysemy,7.104211773090909,1.0
examination,It was a physical examination.<p>,examination,False,M1_a_M2_b,Polysemy,6.98365466475,1.0
examination,It was a physical examination.<p>,examination,False,M1_b_M2_b,Polysemy,6.7875711817777775,1.0
examination,It was a physical examination.<p>,examination,True,M2_a_M2_b,Polysemy,6.82004805990909,1.0
examination,It was a prostate examination.<p>,examination,False,M1_a_M2_a,Polysemy,6.855801873714285,0.8571428571428571
examination,It was a prostate examination.<p>,examination,False,M1_b_M2_a,Polysemy,7.061685902571428,0.7142857142857143
examination,It was a prostate examination.<p>,examination,True,M2_b_M2_a,Polysemy,6.974245356666667,0.8888888888888888
fan,They had a ceiling fan.<p>,fan,False,M2_a_M1_b,Homonymy,6.983668168625,1.0
fan,They had a ceiling fan.<p>,fan,False,M2_b_M1_b,Homonymy,6.943490812916667,0.8333333333333334
fan,They had a ceiling fan.<p>,fan,True,M1_a_M1_b,Homonymy,7.017786518909091,1.0
fan,They had a zealous fan.<p>,fan,False,M1_a_M2_a,Homonymy,7.021976423,0.0
fan,They had a zealous fan.<p>,fan,False,M1_b_M2_a,Homonymy,6.744136512375,0.0
fan,They had a zealous fan.<p>,fan,True,M2_b_M2_a,Homonymy,7.127888918000001,0.7
fan,They had an electric fan.<p>,fan,False,M2_a_M1_a,Homonymy,6.811903066400001,1.0
fan,They had an electric fan.<p>,fan,False,M2_b_M1_a,Homonymy,7.111334497333334,1.0
fan,They had an electric fan.<p>,fan,True,M1_b_M1_a,Homonymy,6.863545465142857,1.0
fan,They had an enthusiastic fan.<p>,fan,False,M1_a_M2_b,Homonymy,7.1025143935555555,0.7777777777777778
fan,They had an enthusiastic fan.<p>,fan,False,M1_b_M2_b,Homonymy,7.155614931714285,0.8571428571428571
fan,They had an enthusiastic fan.<p>,fan,True,M2_a_M2_b,Homonymy,6.693952289142858,1.0
film,It was a censored film.<p>,film,False,M2_a_M1_b,Polysemy,6.971431662857142,1.0
film,It was a censored film.<p>,film,False,M2_b_M1_b,Polysemy,7.2933112730000005,0.875
film,It was a censored film.<p>,film,True,M1_a_M1_b,Polysemy,6.8636866516,1.0
film,It was a plastic film.<p>,film,False,M1_a_M2_b,Polysemy,6.9796423995,0.5
film,It was a plastic film.<p>,film,False,M1_b_M2_b,Polysemy,7.14898828625,0.6666666666666666
film,It was a plastic film.<p>,film,True,M2_a_M2_b,Polysemy,7.012604373166667,0.6666666666666666
film,It was a transparent film.<p>,film,False,M1_a_M2_a,Polysemy,7.087078218333334,0.6666666666666666
film,It was a transparent film.<p>,film,False,M1_b_M2_a,Polysemy,7.268918617,0.6666666666666666
film,It was a transparent film.<p>,film,True,M2_b_M2_a,Polysemy,6.937882104,0.8461538461538461
film,It was an action film.<p>,film,False,M2_a_M1_a,Polysemy,6.758104278428571,1.0
film,It was an action film.<p>,film,False,M2_b_M1_a,Polysemy,6.707264824666667,1.0
film,It was an action film.<p>,film,True,M1_b_M1_a,Polysemy,6.675527760083334,1.0
fix,They fixed the date.<p>,fixed,False,M1_a_M2_a,Polysemy,7.0774973605,0.75
fix,They fixed the date.<p>,fixed,False,M1_b_M2_a,Polysemy,7.1272657095000005,0.5833333333333334
fix,They fixed the date.<p>,fixed,True,M2_b_M2_a,Polysemy,6.849635589857143,0.8571428571428571
fix,They fixed the dishwasher.<p>,fixed,False,M2_a_M1_b,Polysemy,7.253642948375,1.0
fix,They fixed the dishwasher.<p>,fixed,False,M2_b_M1_b,Polysemy,6.720864621571429,1.0
fix,They fixed the dishwasher.<p>,fixed,True,M1_a_M1_b,Polysemy,6.9744194786,1.0
fix,They fixed the price.<p>,fixed,False,M1_a_M2_b,Polysemy,7.067632541333333,1.0
fix,They fixed the price.<p>,fixed,False,M1_b_M2_b,Polysemy,6.9793578978,1.0
fix,They fixed the price.<p>,fixed,True,M2_a_M2_b,Polysemy,6.751349880818182,0.9090909090909091
fix,They fixed the radio.<p>,fixed,False,M2_a_M1_a,Polysemy,6.554432780666667,1.0
fix,They fixed the radio.<p>,fixed,False,M2_b_M1_a,Polysemy,7.1183036285000005,1.0
fix,They fixed the radio.<p>,fixed,True,M1_b_M1_a,Polysemy,7.018082107750001,1.0
