word,same,ambiguity_type,string,version,Class,order,version_with_order,prime,target,context,sentence1,sentence2,disambiguating_word1,disambiguating_word2,target_surprisal_sum,target_surprisal_mean,final_token_surprisal,n_target_tokens,model,checkpoint,n_params
guard,False,Polysemy,guard,M1_a_M2_b,N,s1_prime,M1_a_M2_b,They liked the night guard.,They liked the national guard.,They liked the night guard. They liked the national guard.,They liked the night guard.,They liked the national guard.,night,national,17.734153747558594,3.546830749511719,1.2072442770004272,5,EleutherAI/pythia-160m,32000,162322944
guard,False,Polysemy,guard,M1_b_M2_a,N,s1_prime,M1_b_M2_a,They liked the security guard.,They liked the coast guard.,They liked the security guard. They liked the coast guard.,They liked the security guard.,They liked the coast guard.,security,coast,17.025640323758125,3.405128064751625,1.3654837608337402,5,EleutherAI/pythia-160m,32000,162322944
guard,False,Polysemy,guard,M1_b_M2_b,N,s1_prime,M1_b_M2_b,They liked the security guard.,They liked the national guard.,They liked the security guard. They liked the national guard.,They liked the security guard.,They liked the national guard.,security,national,15.669774889945984,3.133954977989197,1.232892632484436,5,EleutherAI/pythia-160m,32000,162322944
guard,True,Polysemy,guard,M1_a_M1_b,N,s1_prime,M1_a_M1_b,They liked the night guard.,They liked the security guard.,They liked the night guard. They liked the security guard.,They liked the night guard.,They liked the security guard.,night,security,12.935197949409485,2.587039589881897,1.49176824092865,5,EleutherAI/pythia-160m,32000,162322944
guard,True,Polysemy,guard,M2_a_M2_b,N,s1_prime,M2_a_M2_b,They liked the coast guard.,They liked the national guard.,They liked the coast guard. They liked the national guard.,They liked the coast guard.,They liked the national guard.,coast,national,14.79883223772049,2.959766447544098,1.2594562768936157,5,EleutherAI/pythia-160m,32000,162322944
guide,False,Polysemy,guide,M1_a_M2_a,N,s1_prime,M1_a_M2_a,He had an assembly guide.,He had a talkative guide.,He had an assembly guide. He had a talkative guide.,He had an assembly guide.,He had a talkative guide.,assembly,talkative,24.712729454040527,4.118788242340088,2.1569480895996094,6,EleutherAI/pythia-160m,32000,162322944
guide,False,Polysemy,guide,M1_a_M2_b,N,s1_prime,M1_a_M2_b,He had an assembly guide.,He had a friendly guide.,He had an assembly guide. He had a friendly guide.,He had an assembly guide.,He had a friendly guide.,assembly,friendly,18.914690256118774,3.7829380512237547,1.9756219387054443,5,EleutherAI/pythia-160m,32000,162322944
guide,False,Polysemy,guide,M1_b_M2_a,N,s1_prime,M1_b_M2_a,He had a TV guide.,He had a talkative guide.,He had a TV guide. He had a talkative guide.,He had a TV guide.,He had a talkative guide.,TV,talkative,24.922818064689636,4.153803010781606,2.1678647994995117,6,EleutherAI/pythia-160m,32000,162322944
guide,False,Polysemy,guide,M1_b_M2_b,N,s1_prime,M1_b_M2_b,He had a TV guide.,He had a friendly guide.,He had a TV guide. He had a friendly guide.,He had a TV guide.,He had a friendly guide.,TV,friendly,18.219367742538452,3.6438735485076905,1.9169000387191772,5,EleutherAI/pythia-160m,32000,162322944
guide,True,Polysemy,guide,M1_a_M1_b,N,s1_prime,M1_a_M1_b,He had an assembly guide.,He had a TV guide.,He had an assembly guide. He had a TV guide.,He had an assembly guide.,He had a TV guide.,assembly,TV,20.29520034790039,4.059040069580078,2.440408229827881,5,EleutherAI/pythia-160m,32000,162322944
guide,True,Polysemy,guide,M2_a_M2_b,N,s1_prime,M2_a_M2_b,He had a talkative guide.,He had a friendly guide.,He had a talkative guide. He had a friendly guide.,He had a talkative guide.,He had a friendly guide.,talkative,friendly,18.139101266860962,3.6278202533721924,2.00703763961792,5,EleutherAI/pythia-160m,32000,162322944
hail,False,Polysemy,hailed,M1_a_M2_a,V,s1_prime,M1_a_M2_a,They hailed a cab.,They hailed a friend.,They hailed a cab. They hailed a friend.,They hailed a cab.,They hailed a friend.,cab,friend,15.269059777259827,3.8172649443149567,1.933525800704956,4,EleutherAI/pythia-160m,32000,162322944
hail,False,Polysemy,hailed,M1_a_M2_b,V,s1_prime,M1_a_M2_b,They hailed a cab.,They hailed a guest.,They hailed a cab. They hailed a guest.,They hailed a cab.,They hailed a guest.,cab,guest,18.41622745990753,4.604056864976883,1.8423244953155518,4,EleutherAI/pythia-160m,32000,162322944
hail,False,Polysemy,hailed,M1_b_M2_a,V,s1_prime,M1_b_M2_a,They hailed a taxi.,They hailed a friend.,They hailed a taxi. They hailed a friend.,They hailed a taxi.,They hailed a friend.,taxi,friend,14.61153507232666,3.652883768081665,2.08469295501709,4,EleutherAI/pythia-160m,32000,162322944
hail,False,Polysemy,hailed,M1_b_M2_b,V,s1_prime,M1_b_M2_b,They hailed a taxi.,They hailed a guest.,They hailed a taxi. They hailed a guest.,They hailed a taxi.,They hailed a guest.,taxi,guest,18.45106589794159,4.612766474485397,1.8881372213363647,4,EleutherAI/pythia-160m,32000,162322944
hail,True,Polysemy,hailed,M1_a_M1_b,V,s1_prime,M1_a_M1_b,They hailed a cab.,They hailed a taxi.,They hailed a cab. They hailed a taxi.,They hailed a cab.,They hailed a taxi.,cab,taxi,10.967017412185669,2.7417543530464172,1.7612687349319458,4,EleutherAI/pythia-160m,32000,162322944
hail,True,Polysemy,hailed,M2_a_M2_b,V,s1_prime,M2_a_M2_b,They hailed a friend.,They hailed a guest.,They hailed a friend. They hailed a guest.,They hailed a friend.,They hailed a guest.,friend,guest,16.047751665115356,4.011937916278839,1.6613073348999023,4,EleutherAI/pythia-160m,32000,162322944
home,False,Polysemy,home,M1_a_M2_a,N,s1_prime,M1_a_M2_a,It was a summer home.,It was a funeral home.,It was a summer home. It was a funeral home.,It was a summer home.,It was a funeral home.,summer,funeral,13.101323187351227,2.620264637470245,1.46613347530365,5,EleutherAI/pythia-160m,32000,162322944
home,False,Polysemy,home,M1_a_M2_b,N,s1_prime,M1_a_M2_b,It was a summer home.,It was a nursing home.,It was a summer home. It was a nursing home.,It was a summer home.,It was a nursing home.,summer,nursing,13.028483702801168,2.6056967405602336,1.5524321794509888,5,EleutherAI/pythia-160m,32000,162322944
home,False,Polysemy,home,M1_b_M2_a,N,s1_prime,M1_b_M2_a,It was a childhood home.,It was a funeral home.,It was a childhood home. It was a funeral home.,It was a childhood home.,It was a funeral home.,childhood,funeral,12.69930861890316,2.539861723780632,1.6382410526275635,5,EleutherAI/pythia-160m,32000,162322944
home,False,Polysemy,home,M1_b_M2_b,N,s1_prime,M1_b_M2_b,It was a childhood home.,It was a nursing home.,It was a childhood home. It was a nursing home.,It was a childhood home.,It was a nursing home.,childhood,nursing,12.576424019411206,2.515284803882241,1.744041085243225,5,EleutherAI/pythia-160m,32000,162322944
home,True,Polysemy,home,M1_a_M1_b,N,s1_prime,M1_a_M1_b,It was a summer home.,It was a childhood home.,It was a summer home. It was a childhood home.,It was a summer home.,It was a childhood home.,summer,childhood,12.938032686710358,2.5876065373420714,1.6651015281677246,5,EleutherAI/pythia-160m,32000,162322944
home,True,Polysemy,home,M2_a_M2_b,N,s1_prime,M2_a_M2_b,It was a funeral home.,It was a nursing home.,It was a funeral home. It was a nursing home.,It was a funeral home.,It was a nursing home.,funeral,nursing,11.564252726733685,2.3128505453467367,1.2305362224578857,5,EleutherAI/pythia-160m,32000,162322944
intelligence,False,Polysemy,intelligence,M1_a_M2_a,N,s1_prime,M1_a_M2_a,They had natural intelligence.,They had classified intelligence.,They had natural intelligence. They had classified intelligence.,They had natural intelligence.,They had classified intelligence.,natural,classified,20.366326451301575,5.091581612825394,2.6988332271575928,4,EleutherAI/pythia-160m,32000,162322944
intelligence,False,Polysemy,intelligence,M1_a_M2_b,N,s1_prime,M1_a_M2_b,They had natural intelligence.,They had military intelligence.,They had natural intelligence. They had military intelligence.,They had natural intelligence.,They had military intelligence.,natural,military,11.597177386283875,2.8992943465709686,1.4621962308883667,4,EleutherAI/pythia-160m,32000,162322944
intelligence,False,Polysemy,intelligence,M1_b_M2_a,N,s1_prime,M1_b_M2_a,They had innate intelligence.,They had classified intelligence.,They had innate intelligence. They had classified intelligence.,They had innate intelligence.,They had classified intelligence.,innate,classified,20.605390071868896,5.151347517967224,3.541429042816162,4,EleutherAI/pythia-160m,32000,162322944
intelligence,False,Polysemy,intelligence,M1_b_M2_b,N,s1_prime,M1_b_M2_b,They had innate intelligence.,They had military intelligence.,They had innate intelligence. They had military intelligence.,They had innate intelligence.,They had military intelligence.,innate,military,12.502360939979553,3.1255902349948883,1.5916601419448853,4,EleutherAI/pythia-160m,32000,162322944
intelligence,True,Polysemy,intelligence,M1_a_M1_b,N,s1_prime,M1_a_M1_b,They had natural intelligence.,They had innate intelligence.,They had natural intelligence. They had innate intelligence.,They had natural intelligence.,They had innate intelligence.,natural,innate,10.768988609313965,2.692247152328491,1.4159605503082275,4,EleutherAI/pythia-160m,32000,162322944
intelligence,True,Polysemy,intelligence,M2_a_M2_b,N,s1_prime,M2_a_M2_b,They had classified intelligence.,They had military intelligence.,They had classified intelligence. They had military intelligence.,They had classified intelligence.,They had military intelligence.,classified,military,12.252656936645508,3.063164234161377,2.0367982387542725,4,EleutherAI/pythia-160m,32000,162322944
issue,False,Polysemy,issue,M1_a_M2_a,N,s1_prime,M1_a_M2_a,It was a sensitive issue.,It was a weekly issue.,It was a sensitive issue. It was a weekly issue.,It was a sensitive issue.,It was a weekly issue.,sensitive,weekly,15.90553230047226,3.181106460094452,2.0373926162719727,5,EleutherAI/pythia-160m,32000,162322944
issue,False,Polysemy,issue,M1_a_M2_b,N,s1_prime,M1_a_M2_b,It was a sensitive issue.,It was a special issue.,It was a sensitive issue. It was a special issue.,It was a sensitive issue.,It was a special issue.,sensitive,special,14.945054113864899,2.98901082277298,3.1668059825897217,5,EleutherAI/pythia-160m,32000,162322944
issue,False,Polysemy,issue,M1_b_M2_a,N,s1_prime,M1_b_M2_a,It was a political issue.,It was a weekly issue.,It was a political issue. It was a weekly issue.,It was a political issue.,It was a weekly issue.,political,weekly,15.711338877677917,3.1422677755355837,1.8923797607421875,5,EleutherAI/pythia-160m,32000,162322944
issue,False,Polysemy,issue,M1_b_M2_b,N,s1_prime,M1_b_M2_b,It was a political issue.,It was a special issue.,It was a political issue. It was a special issue.,It was a political issue.,It was a special issue.,political,special,13.179091334342957,2.635818266868591,3.025146722793579,5,EleutherAI/pythia-160m,32000,162322944
issue,True,Polysemy,issue,M1_a_M1_b,N,s1_prime,M1_a_M1_b,It was a sensitive issue.,It was a political issue.,It was a sensitive issue. It was a political issue.,It was a sensitive issue.,It was a political issue.,sensitive,political,12.386748015880585,2.477349603176117,1.4149495363235474,5,EleutherAI/pythia-160m,32000,162322944
issue,True,Polysemy,issue,M2_a_M2_b,N,s1_prime,M2_a_M2_b,It was a weekly issue.,It was a special issue.,It was a weekly issue. It was a special issue.,It was a weekly issue.,It was a special issue.,weekly,special,12.299497127532959,2.459899425506592,3.313502550125122,5,EleutherAI/pythia-160m,32000,162322944
jam,False,Homonymy,jam,M1_a_M2_a,N,s1_prime,M1_a_M2_a,It was a blackberry jam.,It was a traffic jam.,It was a blackberry jam. It was a traffic jam.,It was a blackberry jam.,It was a traffic jam.,blackberry,traffic,15.217549234628677,3.0435098469257356,1.219609022140503,5,EleutherAI/pythia-160m,32000,162322944
jam,False,Homonymy,jam,M1_a_M2_b,N,s1_prime,M1_a_M2_b,It was a blackberry jam.,It was a paper jam.,It was a blackberry jam. It was a paper jam.,It was a blackberry jam.,It was a paper jam.,blackberry,paper,13.820616662502289,2.764123332500458,1.7403630018234253,5,EleutherAI/pythia-160m,32000,162322944
jam,False,Homonymy,jam,M1_b_M2_a,N,s1_prime,M1_b_M2_a,It was a peach jam.,It was a traffic jam.,It was a peach jam. It was a traffic jam.,It was a peach jam.,It was a traffic jam.,peach,traffic,14.966754168272018,2.9933508336544037,1.1043157577514648,5,EleutherAI/pythia-160m,32000,162322944
jam,False,Homonymy,jam,M1_b_M2_b,N,s1_prime,M1_b_M2_b,It was a peach jam.,It was a paper jam.,It was a peach jam. It was a paper jam.,It was a peach jam.,It was a paper jam.,peach,paper,13.66766494512558,2.733532989025116,1.481263279914856,5,EleutherAI/pythia-160m,32000,162322944
jam,True,Homonymy,jam,M1_a_M1_b,N,s1_prime,M1_a_M1_b,It was a blackberry jam.,It was a peach jam.,It was a blackberry jam. It was a peach jam.,It was a blackberry jam.,It was a peach jam.,blackberry,peach,12.573579967021942,2.095596661170324,1.4713696241378784,6,EleutherAI/pythia-160m,32000,162322944
jam,True,Homonymy,jam,M2_a_M2_b,N,s1_prime,M2_a_M2_b,It was a traffic jam.,It was a paper jam.,It was a traffic jam. It was a paper jam.,It was a traffic jam.,It was a paper jam.,traffic,paper,16.37208890914917,3.274417781829834,1.1124546527862549,5,EleutherAI/pythia-160m,32000,162322944
key,False,Polysemy,key,M1_a_M2_a,N,s1_prime,M1_a_M2_a,It was a duplicate key.,It was a delete key.,It was a duplicate key. It was a delete key.,It was a duplicate key.,It was a delete key.,duplicate,delete,12.358730241656303,2.4717460483312608,1.5030089616775513,5,EleutherAI/pythia-160m,32000,162322944
key,False,Polysemy,key,M1_a_M2_b,N,s1_prime,M1_a_M2_b,It was a duplicate key.,It was a backspace key.,It was a duplicate key. It was a backspace key.,It was a duplicate key.,It was a backspace key.,duplicate,backspace,18.799617514014244,3.1332695856690407,1.5473787784576416,6,EleutherAI/pythia-160m,32000,162322944
key,False,Polysemy,key,M1_b_M2_a,N,s1_prime,M1_b_M2_a,It was a master key.,It was a delete key.,It was a master key. It was a delete key.,It was a master key.,It was a delete key.,master,delete,15.95559936761856,3.191119873523712,1.5290008783340454,5,EleutherAI/pythia-160m,32000,162322944
key,False,Polysemy,key,M1_b_M2_b,N,s1_prime,M1_b_M2_b,It was a master key.,It was a backspace key.,It was a master key. It was a backspace key.,It was a master key.,It was a backspace key.,master,backspace,20.217239677906036,3.3695399463176727,1.586310863494873,6,EleutherAI/pythia-160m,32000,162322944
key,True,Polysemy,key,M1_a_M1_b,N,s1_prime,M1_a_M1_b,It was a duplicate key.,It was a master key.,It was a duplicate key. It was a master key.,It was a duplicate key.,It was a master key.,duplicate,master,11.822982490062714,2.364596498012543,1.7650139331817627,5,EleutherAI/pythia-160m,32000,162322944
key,True,Polysemy,key,M2_a_M2_b,N,s1_prime,M2_a_M2_b,It was a delete key.,It was a backspace key.,It was a delete key. It was a backspace key.,It was a delete key.,It was a backspace key.,delete,backspace,17.177863508462906,2.8629772514104843,1.3600378036499023,6,EleutherAI/pythia-160m,32000,162322944
lamb,False,Polysemy,lamb,M1_a_M2_a,N,s1_prime,M1_a_M2_a,They liked the marinated lamb.,They liked the cute lamb.,They liked the marinated lamb. They liked the cute lamb.,They liked the marinated lamb.,They liked the cute lamb.,marinated,cute,20.737311124801636,4.147462224960327,2.423135757446289,5,EleutherAI/pythia-160m,32000,162322944
lamb,False,Polysemy,lamb,M1_a_M2_b,N,s1_prime,M1_a_M2_b,They liked the marinated lamb.,They liked the friendly lamb.,They liked the marinated lamb. They liked the friendly lamb.,They liked the marinated lamb.,They liked the friendly lamb.,marinated,friendly,21.494492292404175,4.298898458480835,2.1073098182678223,5,EleutherAI/pythia-160m,32000,162322944
lamb,False,Polysemy,lamb,M1_b_M2_a,N,s1_prime,M1_b_M2_a,They liked the grilled lamb.,They liked the cute lamb.,They liked the grilled lamb. They liked the cute lamb.,They liked the grilled lamb.,They liked the cute lamb.,grilled,cute,21.80800998210907,4.361601996421814,2.903653621673584,5,EleutherAI/pythia-160m,32000,162322944
lamb,False,Polysemy,lamb,M1_b_M2_b,N,s1_prime,M1_b_M2_b,They liked the grilled lamb.,They liked the friendly lamb.,They liked the grilled lamb. They liked the friendly lamb.,They liked the grilled lamb.,They liked the friendly lamb.,grilled,friendly,23.155789017677307,4.631157803535461,2.517740488052368,5,EleutherAI/pythia-160m,32000,162322944
lamb,True,Polysemy,lamb,M1_a_M1_b,N,s1_prime,M1_a_M1_b,They liked the marinated lamb.,They liked the grilled lamb.,They liked the marinated lamb. They liked the grilled lamb.,They liked the marinated lamb.,They liked the grilled lamb.,marinated,grilled,12.421846866607666,2.4843693733215333,1.786860704421997,5,EleutherAI/pythia-160m,32000,162322944
lamb,True,Polysemy,lamb,M2_a_M2_b,N,s1_prime,M2_a_M2_b,They liked the cute lamb.,They liked the friendly lamb.,They liked the cute lamb. They liked the friendly lamb.,They liked the cute lamb.,They liked the friendly lamb.,cute,friendly,16.51724499464035,3.30344899892807,1.6913968324661255,5,EleutherAI/pythia-160m,32000,162322944
lap,False,Homonymy,lapped,M1_a_M2_a,V,s1_prime,M1_a_M2_a,She lapped the milk.,She lapped the runners.,She lapped the milk. She lapped the runners.,She lapped the milk.,She lapped the runners.,milk,runners,23.136782677844167,4.6273565355688335,1.8700259923934937,5,EleutherAI/pythia-160m,32000,162322944
lap,False,Homonymy,lapped,M1_a_M2_b,V,s1_prime,M1_a_M2_b,She lapped the milk.,She lapped the competitors.,She lapped the milk. She lapped the competitors.,She lapped the milk.,She lapped the competitors.,milk,competitors,27.75819388218224,5.551638776436448,2.557913064956665,5,EleutherAI/pythia-160m,32000,162322944
lap,False,Homonymy,lapped,M1_b_M2_a,V,s1_prime,M1_b_M2_a,She lapped the water.,She lapped the runners.,She lapped the water. She lapped the runners.,She lapped the water.,She lapped the runners.,water,runners,21.734406057279557,4.346881211455911,2.066663980484009,5,EleutherAI/pythia-160m,32000,162322944
lap,False,Homonymy,lapped,M1_b_M2_b,V,s1_prime,M1_b_M2_b,She lapped the water.,She lapped the competitors.,She lapped the water. She lapped the competitors.,She lapped the water.,She lapped the competitors.,water,competitors,27.027972999494523,5.405594599898905,2.7194437980651855,5,EleutherAI/pythia-160m,32000,162322944
lap,True,Homonymy,lapped,M1_a_M1_b,V,s1_prime,M1_a_M1_b,She lapped the milk.,She lapped the water.,She lapped the milk. She lapped the water.,She lapped the milk.,She lapped the water.,milk,water,14.407705815508962,2.8815411631017924,1.8404096364974976,5,EleutherAI/pythia-160m,32000,162322944
lap,True,Homonymy,lapped,M2_a_M2_b,V,s1_prime,M2_a_M2_b,She lapped the runners.,She lapped the competitors.,She lapped the runners. She lapped the competitors.,She lapped the runners.,She lapped the competitors.,runners,competitors,19.958352899411693,3.9916705798823386,2.151648759841919,5,EleutherAI/pythia-160m,32000,162322944
load,False,Polysemy,loaded,M1_a_M2_a,V,s1_prime,M1_a_M2_a,She loaded the gun.,She loaded the truck.,She loaded the gun. She loaded the truck.,She loaded the gun.,She loaded the truck.,gun,truck,14.065985053777695,3.5164962634444237,1.6009807586669922,4,EleutherAI/pythia-160m,32000,162322944
load,False,Polysemy,loaded,M1_a_M2_b,V,s1_prime,M1_a_M2_b,She loaded the gun.,She loaded the van.,She loaded the gun. She loaded the van.,She loaded the gun.,She loaded the van.,gun,van,15.22423741221428,3.80605935305357,1.7808748483657837,4,EleutherAI/pythia-160m,32000,162322944
load,False,Polysemy,loaded,M1_b_M2_a,V,s1_prime,M1_b_M2_a,She loaded the rifle.,She loaded the truck.,She loaded the rifle. She loaded the truck.,She loaded the rifle.,She loaded the truck.,rifle,truck,14.561645090579987,3.6404112726449966,1.848969578742981,4,EleutherAI/pythia-160m,32000,162322944
load,False,Polysemy,loaded,M1_b_M2_b,V,s1_prime,M1_b_M2_b,She loaded the rifle.,She loaded the van.,She loaded the rifle. She loaded the van.,She loaded the rifle.,She loaded the van.,rifle,van,16.80927699804306,4.202319249510765,2.141942024230957,4,EleutherAI/pythia-160m,32000,162322944
load,True,Polysemy,loaded,M1_a_M1_b,V,s1_prime,M1_a_M1_b,She loaded the gun.,She loaded the rifle.,She loaded the gun. She loaded the rifle.,She loaded the gun.,She loaded the rifle.,gun,rifle,10.665071338415146,2.6662678346037865,1.5350761413574219,4,EleutherAI/pythia-160m,32000,162322944
load,True,Polysemy,loaded,M2_a_M2_b,V,s1_prime,M2_a_M2_b,She loaded the truck.,She loaded the van.,She loaded the truck. She loaded the van.,She loaded the truck.,She loaded the van.,truck,van,12.077547758817673,3.019386939704418,2.2316293716430664,4,EleutherAI/pythia-160m,32000,162322944
lock,False,Homonymy,locks,M1_a_M2_a,N,s1_prime,M1_a_M2_a,She had curly locks.,She had window locks.,She had curly locks. She had window locks.,She had curly locks.,She had window locks.,curly,window,19.957440495491028,4.989360123872757,1.974361538887024,4,EleutherAI/pythia-160m,32000,162322944
lock,False,Homonymy,locks,M1_a_M2_b,N,s1_prime,M1_a_M2_b,She had curly locks.,She had door locks.,She had curly locks. She had door locks.,She had curly locks.,She had door locks.,curly,door,18.87955677509308,4.71988919377327,2.1646718978881836,4,EleutherAI/pythia-160m,32000,162322944
lock,False,Homonymy,locks,M1_b_M2_a,N,s1_prime,M1_b_M2_a,She had brown locks.,She had window locks.,She had brown locks. She had window locks.,She had brown locks.,She had window locks.,brown,window,19.517733097076416,4.879433274269104,1.957659125328064,4,EleutherAI/pythia-160m,32000,162322944
lock,False,Homonymy,locks,M1_b_M2_b,N,s1_prime,M1_b_M2_b,She had brown locks.,She had door locks.,She had brown locks. She had door locks.,She had brown locks.,She had door locks.,brown,door,17.25508749485016,4.31377187371254,2.184412956237793,4,EleutherAI/pythia-160m,32000,162322944
lock,True,Homonymy,locks,M1_a_M1_b,N,s1_prime,M1_a_M1_b,She had curly locks.,She had brown locks.,She had curly locks. She had brown locks.,She had curly locks.,She had brown locks.,curly,brown,12.966569900512695,3.241642475128174,1.7458653450012207,4,EleutherAI/pythia-160m,32000,162322944
lock,True,Homonymy,locks,M2_a_M2_b,N,s1_prime,M2_a_M2_b,She had window locks.,She had door locks.,She had window locks. She had door locks.,She had window locks.,She had door locks.,window,door,13.63578587770462,3.408946469426155,1.9712163209915161,4,EleutherAI/pythia-160m,32000,162322944
lunch,False,Polysemy,lunch,M1_a_M2_a,N,s1_prime,M1_a_M2_a,They liked the hot lunch.,They liked the afternoon lunch.,They liked the hot lunch. They liked the afternoon lunch.,They liked the hot lunch.,They liked the afternoon lunch.,hot,afternoon,17.864962577819824,3.572992515563965,1.7813971042633057,5,EleutherAI/pythia-160m,32000,162322944
lunch,False,Polysemy,lunch,M1_a_M2_b,N,s1_prime,M1_a_M2_b,They liked the hot lunch.,They liked the women's lunch.,They liked the hot lunch. They liked the women's lunch.,They liked the hot lunch.,They liked the women's lunch.,hot,women,19.486125946044922,3.247687657674154,1.81398606300354,6,EleutherAI/pythia-160m,32000,162322944
lunch,False,Polysemy,lunch,M1_b_M2_a,N,s1_prime,M1_b_M2_a,They liked the sandwich lunch.,They liked the afternoon lunch.,They liked the sandwich lunch. They liked the afternoon lunch.,They liked the sandwich lunch.,They liked the afternoon lunch.,sandwich,afternoon,17.05078023672104,3.410156047344208,1.8836040496826172,5,EleutherAI/pythia-160m,32000,162322944
lunch,False,Polysemy,lunch,M1_b_M2_b,N,s1_prime,M1_b_M2_b,They liked the sandwich lunch.,They liked the women's lunch.,They liked the sandwich lunch. They liked the women's lunch.,They liked the sandwich lunch.,They liked the women's lunch.,sandwich,women,18.392684400081635,3.0654474000136056,1.8965717554092407,6,EleutherAI/pythia-160m,32000,162322944
lunch,True,Polysemy,lunch,M1_a_M1_b,N,s1_prime,M1_a_M1_b,They liked the hot lunch.,They liked the sandwich lunch.,They liked the hot lunch. They liked the sandwich lunch.,They liked the hot lunch.,They liked the sandwich lunch.,hot,sandwich,19.24397599697113,3.848795199394226,1.6123510599136353,5,EleutherAI/pythia-160m,32000,162322944
lunch,True,Polysemy,lunch,M2_a_M2_b,N,s1_prime,M2_a_M2_b,They liked the afternoon lunch.,They liked the women's lunch.,They liked the afternoon lunch. They liked the women's lunch.,They liked the afternoon lunch.,They liked the women's lunch.,afternoon,women,19.06241738796234,3.1770695646603904,1.9141091108322144,6,EleutherAI/pythia-160m,32000,162322944
market,False,Polysemy,market,M1_a_M2_a,N,s1_prime,M1_a_M2_a,He liked the flea market.,He liked the housing market.,He liked the flea market. He liked the housing market.,He liked the flea market.,He liked the housing market.,flea,housing,16.679498195648193,3.3358996391296385,1.425196647644043,5,EleutherAI/pythia-160m,32000,162322944
market,False,Polysemy,market,M1_a_M2_b,N,s1_prime,M1_a_M2_b,He liked the flea market.,He liked the stock market.,He liked the flea market. He liked the stock market.,He liked the flea market.,He liked the stock market.,flea,stock,12.63495945930481,2.5269918918609617,1.4521169662475586,5,EleutherAI/pythia-160m,32000,162322944
market,False,Polysemy,market,M1_b_M2_a,N,s1_prime,M1_b_M2_a,He liked the fish market.,He liked the housing market.,He liked the fish market. He liked the housing market.,He liked the fish market.,He liked the housing market.,fish,housing,16.251524806022644,3.2503049612045287,1.4504204988479614,5,EleutherAI/pythia-160m,32000,162322944
market,False,Polysemy,market,M1_b_M2_b,N,s1_prime,M1_b_M2_b,He liked the fish market.,He liked the stock market.,He liked the fish market. He liked the stock market.,He liked the fish market.,He liked the stock market.,fish,stock,11.999783039093018,2.3999566078186034,1.4820454120635986,5,EleutherAI/pythia-160m,32000,162322944
market,True,Polysemy,market,M1_a_M1_b,N,s1_prime,M1_a_M1_b,He liked the flea market.,He liked the fish market.,He liked the flea market. He liked the fish market.,He liked the flea market.,He liked the fish market.,flea,fish,11.242521822452545,2.248504364490509,1.5963279008865356,5,EleutherAI/pythia-160m,32000,162322944
market,True,Polysemy,market,M2_a_M2_b,N,s1_prime,M2_a_M2_b,He liked the housing market.,He liked the stock market.,He liked the housing market. He liked the stock market.,He liked the housing market.,He liked the stock market.,housing,stock,10.789581567049026,2.1579163134098054,1.4530000686645508,5,EleutherAI/pythia-160m,32000,162322944
match,False,Homonymy,match,M1_a_M2_a,N,s1_prime,M1_a_M2_a,It was a lit match.,It was a soccer match.,It was a lit match. It was a soccer match.,It was a lit match.,It was a soccer match.,lit,soccer,13.236124515533447,2.6472249031066895,1.142840027809143,5,EleutherAI/pythia-160m,32000,162322944
match,False,Homonymy,match,M1_a_M2_b,N,s1_prime,M1_a_M2_b,It was a lit match.,It was a tennis match.,It was a lit match. It was a tennis match.,It was a lit match.,It was a tennis match.,lit,tennis,12.588365226984024,2.517673045396805,0.9744268655776978,5,EleutherAI/pythia-160m,32000,162322944
match,False,Homonymy,match,M1_b_M2_a,N,s1_prime,M1_b_M2_a,It was a burning match.,It was a soccer match.,It was a burning match. It was a soccer match.,It was a burning match.,It was a soccer match.,burning,soccer,13.478139102458954,2.695627820491791,1.1734669208526611,5,EleutherAI/pythia-160m,32000,162322944
match,False,Homonymy,match,M1_b_M2_b,N,s1_prime,M1_b_M2_b,It was a burning match.,It was a tennis match.,It was a burning match. It was a tennis match.,It was a burning match.,It was a tennis match.,burning,tennis,12.786703273653984,2.5573406547307966,1.0522090196609497,5,EleutherAI/pythia-160m,32000,162322944
match,True,Homonymy,match,M1_a_M1_b,N,s1_prime,M1_a_M1_b,It was a lit match.,It was a burning match.,It was a lit match. It was a burning match.,It was a lit match.,It was a burning match.,lit,burning,12.62191379070282,2.524382758140564,1.3499459028244019,5,EleutherAI/pythia-160m,32000,162322944
match,True,Homonymy,match,M2_a_M2_b,N,s1_prime,M2_a_M2_b,It was a soccer match.,It was a tennis match.,It was a soccer match. It was a tennis match.,It was a soccer match.,It was a tennis match.,soccer,tennis,11.211345463991165,2.242269092798233,1.01995050907135,5,EleutherAI/pythia-160m,32000,162322944
medicine,False,Polysemy,medicine,M1_a_M2_a,N,s1_prime,M1_a_M2_a,It was cough medicine.,It was orthopedic medicine.,It was cough medicine. It was orthopedic medicine.,It was cough medicine.,It was orthopedic medicine.,cough,orthopedic,16.61261761188507,3.322523522377014,1.0790231227874756,5,EleutherAI/pythia-160m,32000,162322944
medicine,False,Polysemy,medicine,M1_a_M2_b,N,s1_prime,M1_a_M2_b,It was cough medicine.,It was veterinary medicine.,It was cough medicine. It was veterinary medicine.,It was cough medicine.,It was veterinary medicine.,cough,veterinary,14.495808243751526,3.6239520609378815,1.2150808572769165,4,EleutherAI/pythia-160m,32000,162322944
